question	answer	source
Décrire l'animal dénommé Santamartamys rufodorsalis, vivant dans les arbres en Colombie.	C'est un rat à crête rousse.	https://fr.m.wikipedia.org/wiki/Santamartamys_rufodorsalis
Quel est le surnom de l'animal hexaprotodon liberiensis, originaire des forêts et des marécages de l'Afrique de l'Ouest ?	L'hippopotame nain	https://fr.m.wikipedia.org/wiki/Hexaprotodon_liberiensis
Le grand-père de Charles Darwin était un poète, médecin, botaniste et inventeur britannique. Quel était son prénom ?	Erasmus	https://fr.m.wikipedia.org/wiki/Erasmus_Darwin
Quel est le premier pays à avoir reconnu l’indépendance des États-Unis d’Amérique, déclarée le 4 juillet 1776 ?	Le Maroc	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2011
Compléter la dernière phrase. Le médaka est une espèce de poissons originaire d'Asie du Sud-Est, courant dans les laboratoires. En 1994, il est le premier vertébré à ... .	s'être reproduit dans l'espace	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2011
Compléter la phrase suivante. L'espèce de poisson la plus pêchée au monde est l'anchois ... .	péruvien	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2011
Compléter la dernière phrase. Manhattanhenge est un phénomène qui se produit à Manhattan deux fois chaque année. Pendant ce phénomène, le soleil couchant ... .	s'aligne avec les principales rues orientées Est-Ouest	https://fr.m.wikipedia.org/wiki/Manhattanhenge
Le catoprion mentonnier est un poisson qui se rencontre en Amazonie. De quoi se nourrit-il principalement ?	D'écailles d'autres poissons	https://fr.m.wikipedia.org/wiki/Catoprion_mentonnier
Compléter la phrase suivante. Depuis le 27 mars 1901, l’île des Faisans, sur la Bidassoa, change tous les six mois de ... .	souveraineté (entre la France et l'Espagne)	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2011
Quelle était la particularité physique de l’élasmosaure, un reptile marin ayant vécu, en Amérique du Nord, au Crétacé supérieur ?	Il avait un cou extrêmement long.	https://fr.m.wikipedia.org/wiki/Elasmosaurus
Qu'est-ce que la bucarde-cœur de Vénus ?	Un mollusque	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2011
Quelle est la particularité du jeu vidéo "You Have to Burn the Rope" ?	Il peut être fini en moins d'une minute.	https://fr.m.wikipedia.org/wiki/You_Have_to_Burn_the_Rope
Que s'est-il passé le 30 décembre en 2011 aux Samoa ?	Rien, ce jour n'a pas existé.	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2011
L'acanthaster pourpre est une espèce de grosse étoile de mer corallivore de couleurs vives. De quoi est-elle dotée ?	De piquants venimeux	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2012
Compléter la phrase suivante. Virginia Dare est le premier enfant anglais, en 1587, qui est ... .	née en Amérique	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2012
Compléter la phrase suivante. Entre 1957 et 1982, la Chine a donné à neuf pays différents 23 ... .	pandas	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2012
Compléter la phrase suivante. Avec, en moyenne, 29 millimètres de long à l’âge adulte, Brookesia micra est la plus petite espèce au monde de ... .	caméléon	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2012
L'hoplostèthe orange est un poisson qui vit dans tous les océans entre 900 et 1800 m de profondeur. Quelle est sa particularité ?	Il peut vivre très longtemps.	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2012
Quelle est la longévité du requin du Groenland ?	400 ans	https://fr.m.wikipedia.org/wiki/Requin_du_Groenland
Compléter la phrase suivante. Baraka est un film américain sorti en 1992 dans lequel, étonnamment, ... .	il n'y a ni parole, ni acteur	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2012
Compléter la phrase suivante. Étonnant: l’Australie abrite une population de près d’un million de ... .	dromadaires	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2012
Compléter la phrase suivante. Le dragon de Komodo est l'un des rares vertébrés capables de ... .	se reproduire sans fécondation	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2012
Huit espèces d'oiseaux portent en français un nom de famille célèbre. Quel est-il ?	Bonaparte	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2012
Compléter la phrase suivante. Vincent Auriol, président de la République française entre 1947 et 1954, avait la particularité ... .	de porter un oeil de verre	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2012
Compléter la phrase suivante. Pyrolobus fumarii est un micro-organisme connu pour sa capacité à ... .	à survivre à des températures extrêmement élevées	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2012
Compléter la phrase suivante. L'astate est l'élément naturel le plus rare sur Terre, avec une estimation, dans la totalité de la croûte terrestre, de moins de ... .	30 grammes	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2012
Quel est le nom du premier jeu vidéo sur ordinateur, créé en 1952 ?	OXO	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2012
Compléter la phrase suivante. Le mot agenda vient du latin agenda, qui veut dire ...	à faire	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2012
Compléter la phrase suivante. La colombophilie est l’art d’élever et de faire concourir les ... .	pigeons voyageurs	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2012
Compléter la phrase suivante. Le Festival interceltique de Lorient 2001 a été ouvert en direct par des ... .	astronautes depuis la Station spatiale internationale	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2012
Compléter la phrase suivante. Eugene Cernan est le dernier homme à avoir ... .	marché sur la lune	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2012
Compléter la phrase suivante. Le sprinteur américain Jerome Singleton, double médaillé paralympique, a par ailleurs travaillé ... .	à la NASA	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2012
Compléter la phrase suivante. Étonnant: l'étoile de mer Labidiaster annulatus utilise une partie de ses nombreux bras ... .	comme des cannes â pêche	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2012
Quelle sont en France, par ordre alphabétique, la première commune et la dernière commune ?	Aast et Zuytpeene	https://fr.wikipedia.org/wiki/Portail:Communes_de_France/Communes_particuli%C3%A8res
Selon la légende, comment Meng Jiangnü a-t-elle fait s'écrouler une partie de la Grande Muraille de Chine ?	En pleurant	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2012
Compléter cette phrase. Le 15 juillet 1789 Jean Sylvain Bailly devient le premier ... .	maire de Paris	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2012
Compléter cette phrase. Rochefourchat est une commune française qui en 2019 avait la particularité ... .	d'avoir un seul habitant	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2012
Quel est l'autre métier du député ålandais Tony Asumaa en dehors de la politique ?	Arbitre de football	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2012
Quelle autre métier a exercé le grand maître international d'échecs norvégien Simen Agdestein (né le 15 mai 1967 en Norvège) ?	Footballeur professionnel	https://fr.m.wikipedia.org/wiki/Simen_Agdestein
L’injera est une crêpe caractéristique de quel pays ?	L'Éthiopie	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Quelle est la particularité de la poétesse américaine Hilda Conkling ?	Elle composa la majorité de ses poèmes entre 4 et 10 ans.	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Qu'a toujours refusé Juliette Darle, poétesse originaire du Sancerrois ?	De dire son âge	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Décrire l'animal dénommé le cuy.	C'est un cochon d'Inde géant.	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Compléter la phrase suivante. L'alphabet de Lorm est une technique de communication avec les ... .	sourdaveugles	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Compléter la phrase suivante. Le 7 novembre 1800, une ordonnance du préfet de police de Paris interdisait aux femmes ... .	le port du pantalon sauf pour motif médical	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Quelle île est surnommée par les Portugais « Ilha Formosa » (« belle île ») ?	Taïwan	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Le thérémine est un des plus anciens instruments de musique électronique. Quelle est sa particularité ?	On peut en jouer sans le toucher.	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Stanisław Mazur promit un cadeau pour la résolution d'un certain problème mathématique, qu'il donna à Per Enflo en 1972. Quel était ce cadeau ?	Une oie	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Compléter la phrase suivante. Zoroastre, Pythagore, le Bouddha, Léonard de Vinci, Rubens, Lamartine, Shelley, Tolstoï, Gandhi, Einstein et Kafka ont en commun d'avoir ... .	pratiqué ou prôné le végétarisme	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Un couple de Canadiens français venus du Perche au xviie siècle sont des ascendants de Céline Dion, Madonna, Camilla Shand, Jack Kerouac, Stéphane Dion, Diane Tell, Lynda Lemay. Citer deux autres descendants de ce couple.	Shania Twain et Hillary Clinton	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Citer une capacité surprenante du Todarodes pacificus (c'est une espèce de calmars).	Ils peuvent voler quelques secondes au-dessus de l'eau.	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Qu'inventa Jacqueline de Septisoles (née v. 1192 à Rome et morte en 1274 à Assise), une Italienne du xiiie siècle ?	La frangipane	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
En 1899, quel mont gravirent les époux Pierre et Marie Curie ?	Le Rysy	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Compléter la phrase suivante. Quatre éléments chimiques du tableau périodique tiennent leur nom du même ... .	village de Suède	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Compléter la phrase suivante. Étonnant: Les deux équipes rivales du Super Bowl XLVII étaient entrainées par ... .	deux frères	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Compléter la phrase suivante. William Jefferson Blythe III est le nom de naissance de ... .	Bill Clinton	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Quel est le prénom de la meilleure amie de Marie-Antoinette ? (Composé de trois prénoms simples)	Yolande-Martine-Gabrielle	https://fr.wikipedia.org/wiki/Gabrielle_de_Polignac
Que signifie le mot suisse-allemand "chrüterchraft" utilisé par la marque Ricola dans une campagne publicitaire lancée en 2014 ?	La force des plantes	https://www.packshotmag.com/films/ricola-chruterchraft/
Compléter la phrase suivante. Un arbitrage international en 1992 a défini la limite maritime entre ... .	la France et le Canada	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Quel est le nom du premier opéra public, fondé à Venise en 1637 ?	Teatro San Cassiano	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Compléter la phrase suivante. Le président français est chanoine de droit, par héritage d'Henri IV pour la basilique du Latran, de Louis XI pour la cathédrale d'Embrun et de François Ier pour la cathédrale de ... .	Saint-Jean-de-Maurienne	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Compléter la phrase suivante. Sabiha Gökçen, fille adoptive d'Atatürk (homme d'État turc), est la première femme à avoir été ... .	pilote de chasse	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Quelle est la particularité du sang de la Grande-gueule ocellée, un poisson vivant dans les eaux froides de l'Antarctique ?	Il est transparent.	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
L’ukulélé est un instrument de musique hawaïen introduit par des immigrants originaires de quelle île ?	Madère	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Compléter la phrase suivante. Le 21 septembre 1956, le F-11 Tigre est le premier avion de chasse ... .	à s'être abattu lui-même	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Quel est le poids moyen du pachyure étrusque ? (C'est une espèce de musaraigne.)	1.8 gramme	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Quel est la seule commune de France à utiliser le mot « Gaulois » dans son nom ?	Landes-le-Gaulois	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Compléter la phrase suivante. Trois pays n'ont pas adopté le système métrique comme système officiel de poids et mesures: les Etats-Unis, le Libéria et ... .	la Birmanie	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Compléter la phrase suivante. Louis Cyr (1863-1912), homme fort québécois, est connu pour avoir, entre autres tours de force, ... .	soulevé dix-huit hommes au moyen d'une plateforme déposée sur son dos	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Compléter la phrase suivante. Parmi les 40 000 espèces d’araignées connues, Bagheera kiplingi est la seule ... .	qui soit végétarienne	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Compléter la phrase suivante. La 100e édition du Tour de France se singularise par son passage en Corse, ses deux ascensions de L'Alpe d'Huez dans la même étape et ... .	son arrivée à Paris de nuit	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Quel est le nom de l'unique espèce connue d'insectes capables de se développer dans le pétrole brut ?	La mouche du pétrole	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Compléter la dernière phrase. L'or potable est une solution aqueuse qui contient de l'or et qui était préparée et consommée principalement pendant la période de la Renaissance. Ce breuvage était considéré comme un ... .	élixir de jouvence	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Compléter la phrase suivante. La Coursive, salle de spectacle de La Rochelle, a été successivement couvent, manufacture de tabac, entrepôt de douane, ... et salle de sport.	halle aux poissons	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Les point d’interrogation culbuté (¿) et point d’exclamation culbuté (¡) sont utilisés en espagnol, en asturien et dans plusieurs langues de quelle région ?	L'Afrique de l’Ouest	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Compléter la phrase suivante. Le personnage que son créateur Gary Gygax, l'un des deux coauteurs de Donjons et Dragons, préférait jouer est le magicien ... .	Mordenkaïnen	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Compléter la phrase suivante. L'endroit le plus froid d'Allemagne, avec une température minimale de −45,9 °C mesurée en décembre 2001, est le lac ... .	Funten	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Aveugle, Daniel Kish, surnommé « l'homme chauve-souris », se repère grâce à une technique qu'il a développée. Décrire cette technique.	Il se repère par l'écho de ses claquements de langue.	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Compléter la phrase suivante. Le seul animal connu pour être à la fois venimeux et vénéneux est la couleuvre ... . (Composé de deux mots latins)	rhabdophis tigrinus	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
L'édition 1949 des championnats d'Europe de basket-ball fut remportée par le pays hôte. Quel est ce pays ?	L'Égypte	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Quel est le titre de l'un des ouvrages les plus diffusés à la fin du Moyen Âge, sous forme de manuscrits puis de livres imprimés ? (composé de trois mots latins)	Speculum humanae salvationis	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Quel prêtre français, né en 1786 et mort en 1859, a été nommé saint patron de tous les curés de l'Univers par le pape Pie XI en 1929 ? (prénom + nom)	Jean-Marie Vianney	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Compléter la phrase suivante. Au milieu des années 1920, le journaliste américain Rudolph Edgar Block a rassemblé une collection de 1400 ... .	cannes en bois	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Compléter la phrase suivante. Étonnant: le lézard américain Phrynosoma solare est capable, pour se défendre, de ... .	projeter du sang à partir de ses yeux	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Compléter cette phrase. La date de naissance de Jésus se situe vraisemblablement entre les années ... avant Jésus-Christ.	7 et 5	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Compléter cette phrase. Frédéric Tudor (1783 - 1864) est un homme d'affaires et marchand américain, qui a fait fortune en expédiant, dans le reste du monde, des ... issus des étangs de la Nouvelle-Angleterre.	des blocs de glace	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Compléter la phrase suivante: l’indice de Boyden est un nombre sans unité calculé pour estimer la probabilité de développement des ... .	orages	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Quel est le nom de la première Française à devenir Miss Monde en 1953 ? (prénom + nom)	Denise Perrier	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Compléter la phrase suivante. En l'absence totale de lumière, l'œil humain perçoit une couleur gris foncé, nommée ... .	l'eigengrau	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Compléter la phrase suivante. La ... est le nom donné par les biologistes à l'appareil masticateur des oursins.	lanterne d'Aristote	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Compléter la phrase suivante. L'apetissement est un impôt indirect français d'Ancien Régime, qui prélevait un dixième des recettes liées ... .	à la vente de vin	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Compléter la phrase suivante. William Henry Harrison fut le premier président américain ... .	à mourir lors de son mandat	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Compléter la phrase suivante. Suprenant: un tiers environ des 4 000 tonnes d’acier de la tour de Tokyo provient de 90 ... .	chars américains	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Compléter la phrase suivante. En France, le premier ... est adopté en 1921.	code de la route	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2013
Compléter le phrase suivante. Le 9 août 1564, Charles IX promulgue l'édit de ..., instaurant le 1er janvier comme premier jour de l'année dans tout le royaume de France.	Roussillon	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. Mehran Karimi Nasseri, réfugié iranien, a vécu ... dans le terminal 1 de l'aéroport de Paris-Charles-de-Gaulle.	18 ans	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la dernière phrase. Turritopsis nutricula est une espèce de méduses de la classe des hydrozoaires. Elle mesure 4 à 5 mm et est originaire de la mer des Caraïbes. Étonnamment, elle est capable de ... .	rajeunir	https://fr.m.wikipedia.org/wiki/Turritopsis_nutricula
Compléter la phrase suivante. Le 31 janvier 2014, le français ... bat à 102 ans son propre record de l’heure de cyclisme sur piste (catégorie des centenaires) en parcourant 26,925 km en une heure.	Robert Marchand	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. La grenouille des bois (Lithobates sylvaticus) est capable de passer l'hiver ... .	à l'état congelé	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Qu'est-ce que la cervelle de canut, également appelée claqueret ?	Une spécialité fromagère typique de la cuisine lyonnaise	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. Aux États-Unis, il existe une petite zone du Wisconsin où l'on parle encore ..., variante du wallon.	le namurois	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante avec une fonction politique. Le cocktail initialement appelé « blanc-cassis » doit son nom au chanoine Félix Kir, qui était alors ... .	maire de dijon	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. La Gagaouzie est une région autonome de ... .	la Moldavie	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. En l'an III du calendrier républicain parait La Cuisinière républicaine, premier livre de cuisine consacré exclusivement à ... .	la pomme de terre	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Le vinalon est une fibre synthétique créée à la fin des années 1930. La fibre est obtenue à partir du calcaire et de l'anthracite. Quel est le seul pays qui exploite le vinalon à l'échelle industrielle ?	La Corée du Nord	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Qu'est-ce que la vauxite ? (On n'en trouve qu'en Bolivie)	Un minéral rarissime	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. Sol Hoopii, né en 1902, est connu comme l'un des premiers musiciens à avoir joué ... .	sur une guitare amplifiée électriquement	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. La girafe est le seul mammifère terrestre qui ... .	ne bâille pas	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. Le 7 décembre 2013, une jument clonée remporte pour la première fois une compétition d'envergure : ... .	le championnat d'Argentine de polo	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. Auguste Le Breton (1913 - 1999) est célèbre pour avoir inventé le mot ... .	rififi	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. Insolite: le député français Patrick Roy, par ailleurs musicien, a joué sur scène ... .	aux côtés d'un groupe de metal connu.	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. Étonnant: en Suisse, des portions d’autoroutes ont été spécialement conçues pour servir de ... .	piste d’atterrissage aux avions militaires	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. En 1832, la naturaliste française Jeanne Villepreux-Power créa ... .	le premier aquarium moderne	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. Fait rarissime, Léon Schwab, maire d’Épinal, ... .	inaugura une rue à son propre nom	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. Étonnant, à Paris, le 145 de la rue Lafayette est un immeuble ... .	fictif	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. L’enregistrement ..., réalisé en 1860 par Édouard-Léon Scott de Martinville, est le plus ancien enregistrement audible d’une voix humaine qui ait été conservé.	d'Au clair de la lune	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. Étonnant, le régalec est un poisson qui ... .	mesure en moyenne 5 mètres	https://fr.m.wikipedia.org/wiki/R%C3%A9galec
Compléter la phrase suivante. Suprenant, la Finlande a diffusé chaque semaine de septembre 1989 à juin 2019 chaque semaine un journal radiophonique ... .	entièrement en latin	https://fr.m.wikipedia.org/wiki/Nuntii_Latini
Décrire l'animal dénommé dauphin de Commerson.	C'est un petit dauphin noir et blanc.	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. Étonnant, la trompe d’un éléphant ... .	possède plus de 100 000 muscles	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. Le poti marara est un bateau polynésien conçu pour la pêche des ... .	poissons volants	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. Sainte Onenne n’est vénérée que dans le petit village breton de ... .	Tréhorenteuc	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la dernière phrase. Les îles Éparses de l'océan sont de petites îles françaises de l'ouest de l’océan Indien, situées autour de Madagascar. Trois d'entre elles sont habitées en permanence par ... .	au moins un gendarme	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. Le fardier de Cugnot, premier ..., était une commande militaire du roi de France Louis XV.	véhicule automobile capable de transporter un adulte	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. La Loire-Atlantique est le département français qui a le point culminant naturel le plus bas, 116 m d’altitude avec la colline de ... .	la Bretèche	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
